,Buckeye,Freq,Log Freq,Fischer,Freq,Log Freq,Google ,Freq,Log Freq,Switchboard,Freq,Log Freq
representatives,1,3.54E-06,-12.55169928,37,1.76E-06,-13.25034984,14469827,1.41E-05,-11.16804809,2,1.37E-06,-13.5035474
represented,2,7.08E-06,-11.8585521,52,2.47E-06,-12.91002404,16116043,1.57E-05,-11.06029844,10,6.83E-06,-11.89410949
representing,1,3.54E-06,-12.55169928,39,1.85E-06,-13.19770611,11128202,1.09E-05,-11.43063106,1,6.83E-07,-14.19669459
reproductive,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,3603776,3.52E-06,-12.55813149,,,
republic,2,7.08E-06,-11.8585521,70,3.33E-06,-12.61277251,2742376,2.68E-06,-12.83128897,9,6.15E-06,-11.99947001
republican,19,6.72E-05,-9.607260302,291,1.38E-05,-11.18794449,951071,9.28E-07,-13.89028023,26,1.78E-05,-10.93859805
republicans,8,2.83E-05,-10.47225774,153,7.28E-06,-11.83082984,435091,4.25E-07,-14.67231375,9,6.15E-06,-11.99947001
reputable,1,3.54E-06,-12.55169928,30,1.43E-06,-13.46007038,1885477,1.84E-06,-13.20593283,4,2.73E-06,-12.81040022
reputation,7,2.48E-05,-10.60578913,128,6.09E-06,-12.00923749,9005500,8.79E-06,-11.64227817,24,1.64E-05,-11.01864076
requested,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,21909997,2.14E-05,-10.75317065,5,3.42E-06,-12.58725667
require,3,1.06E-05,-11.45308699,315,1.50E-05,-11.10869512,51112333,4.99E-05,-9.906087853,47,3.21E-05,-10.34654698
required,7,2.48E-05,-10.60578913,327,1.56E-05,-11.07130759,139780709,0.000136384,-8.900038841,53,3.62E-05,-10.22640267
requirement,2,7.08E-06,-11.8585521,110,5.23E-06,-12.16078739,20035323,1.95E-05,-10.84261681,16,1.09E-05,-11.42410586
requirements,4,1.42E-05,-11.16540492,103,4.90E-06,-12.22653877,73311551,7.15E-05,-9.545395489,24,1.64E-05,-11.01864076
requires,2,7.08E-06,-11.8585521,141,6.71E-06,-11.91250787,42466649,4.14E-05,-10.09139463,19,1.30E-05,-11.25225561
requiring,1,3.54E-06,-12.55169928,35,1.66E-06,-13.3059197,10869633,1.06E-05,-11.45414073,6,4.10E-06,-12.40493512
rescind,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,345104,3.37E-07,-14.90402313,,,
rescue,1,3.54E-06,-12.55169928,147,6.99E-06,-11.87083517,7107086,6.93E-06,-11.87902136,2,1.37E-06,-13.5035474
research,25,8.85E-05,-9.332823456,1637,7.79E-05,-9.460647179,134849427,0.000131572,-8.935954871,107,7.31E-05,-9.523865751
researched,1,3.54E-06,-12.55169928,36,1.71E-06,-13.27774882,2192461,2.14E-06,-13.05508901,,,
researcher,1,3.54E-06,-12.55169928,22,1.05E-06,-13.7702253,3816703,3.72E-06,-12.50072671,5,3.42E-06,-12.58725667
researching,1,3.54E-06,-12.55169928,96,4.57E-06,-12.29691957,2830138,2.76E-06,-12.7997882,1,6.83E-07,-14.19669459
resell,2,7.08E-06,-11.8585521,23,1.09E-06,-13.72577354,894965,8.73E-07,-13.95108434,2,1.37E-06,-13.5035474
reselling,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,211351,2.06E-07,-15.39434869,3,2.05E-06,-13.0980823
resemble,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,1629917,1.59E-06,-13.35158458,2,1.37E-06,-13.5035474
resentful,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,199619,1.95E-07,-15.4514584,2,1.37E-06,-13.5035474
resentment,5,1.77E-05,-10.94226137,65,3.09E-06,-12.68688049,860041,8.39E-07,-13.99088889,4,2.73E-06,-12.81040022
reserve,2,7.08E-06,-11.8585521,73,3.47E-06,-12.57080832,13803166,1.35E-05,-11.21521569,6,4.10E-06,-12.40493512
reserved,1,3.54E-06,-12.55169928,37,1.76E-06,-13.25034984,148458146,0.00014485,-8.839810598,3,2.05E-06,-13.0980823
reserves,1,3.54E-06,-12.55169928,99,4.71E-06,-12.26614791,10400632,1.01E-05,-11.4982471,4,2.73E-06,-12.81040022
reserving,1,3.54E-06,-12.55169928,,,,553867,5.40E-07,-14.43094436,,,
residence,2,7.08E-06,-11.8585521,23,1.09E-06,-13.72577354,9648201,9.41E-06,-11.5733422,2,1.37E-06,-13.5035474
residencies,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,199725,1.95E-07,-15.45092753,,,
residency,3,1.06E-05,-11.45308699,10,4.76E-07,-14.55868266,2125515,2.07E-06,-13.08609955,2,1.37E-06,-13.5035474
residential,1,3.54E-06,-12.55169928,54,2.57E-06,-12.87228371,15645831,1.53E-05,-11.08990918,10,6.83E-06,-11.89410949
residents,1,3.54E-06,-12.55169928,31,1.47E-06,-13.42728055,24082461,2.35E-05,-10.65862985,4,2.73E-06,-12.81040022
resign,2,7.08E-06,-11.8585521,23,1.09E-06,-13.72577354,1457102,1.42E-06,-13.46366414,1,6.83E-07,-14.19669459
resist,1,3.54E-06,-12.55169928,39,1.85E-06,-13.19770611,4278852,4.17E-06,-12.38642892,4,2.73E-06,-12.81040022
resolve,2,7.08E-06,-11.8585521,84,4.00E-06,-12.43045096,9524778,9.29E-06,-11.58621706,7,4.78E-06,-12.25078444
resolved,4,1.42E-05,-11.16540492,60,2.85E-06,-12.76692319,7748103,7.56E-06,-11.79266563,8,5.46E-06,-12.11725304
resonate,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,392450,3.83E-07,-14.77545981,,,
resorts,1,3.54E-06,-12.55169928,30,1.43E-06,-13.46007038,7258988,7.08E-06,-11.85787325,3,2.05E-06,-13.0980823
resource,3,1.06E-05,-11.45308699,114,5.42E-06,-12.12506931,58297619,5.69E-05,-9.774552419,15,1.02E-05,-11.48864438
resources,3,1.06E-05,-11.45308699,423,2.01E-05,-10.81389558,85420636,8.33E-05,-9.39252596,22,1.50E-05,-11.10565213
respect,32,0.000113244,-9.085963378,1175,5.59E-05,-9.79224433,45298418,4.42E-05,-10.02684156,85,5.81E-05,-9.754043329
respectful,1,3.54E-06,-12.55169928,64,3.04E-06,-12.70238467,1448841,1.41E-06,-13.46934974,3,2.05E-06,-13.0980823
respectfully,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,884620,8.63E-07,-13.96271078,,,
respecting,1,3.54E-06,-12.55169928,29,1.38E-06,-13.49397193,1893215,1.85E-06,-13.20183723,,,
respective,1,3.54E-06,-12.55169928,11,5.23E-07,-14.46337248,46154932,4.50E-05,-10.00810985,,,
respond,6,2.12E-05,-10.75993981,194,9.23E-06,-11.5934096,20324371,1.98E-05,-10.82829296,12,8.20E-06,-11.71178794
responding,1,3.54E-06,-12.55169928,32,1.52E-06,-13.39553185,5388376,5.26E-06,-12.15586963,3,2.05E-06,-13.0980823
response,3,1.06E-05,-11.45308699,236,1.12E-05,-11.39743595,63303794,6.18E-05,-9.692168407,11,7.51E-06,-11.79879931
responses,1,3.54E-06,-12.55169928,34,1.62E-06,-13.33490723,18860515,1.84E-05,-10.90304309,2,1.37E-06,-13.5035474
responsibilities,4,1.42E-05,-11.16540492,129,6.14E-06,-12.00145535,12793091,1.25E-05,-11.29120841,17,1.16E-05,-11.36348124
responsibility,33,0.000116783,-9.05519172,684,3.25E-05,-10.33330984,50790418,4.96E-05,-9.912405956,74,5.05E-05,-9.892629492
responsible,24,8.49E-05,-9.373645451,559,2.66E-05,-10.53511828,60299608,5.88E-05,-9.740788068,54,3.69E-05,-10.20771054
rest,29,0.000102628,-9.184403451,2101,9.99E-05,-9.211099056,44808050,4.37E-05,-10.03772586,146,9.97E-05,-9.213087964
restaurant,14,4.95E-05,-9.912641951,2739,0.000130268,-8.945919588,20237496,1.97E-05,-10.83257655,102,6.97E-05,-9.571721772
restaurants,13,4.60E-05,-9.986749924,2115,0.00010059,-9.204457665,16810535,1.64E-05,-11.0181079,71,4.85E-05,-9.934014708
restored,4,1.42E-05,-11.16540492,14,6.66E-07,-14.22221043,5396506,5.27E-06,-12.15436196,5,3.42E-06,-12.58725667
restricted,1,3.54E-06,-12.55169928,79,3.76E-06,-12.4918199,10481052,1.02E-05,-11.49054462,11,7.51E-06,-11.79879931
restrictions,7,2.48E-05,-10.60578913,102,4.85E-06,-12.23629494,12405318,1.21E-05,-11.32198842,16,1.09E-05,-11.42410586
restructured,3,1.06E-05,-11.45308699,1,4.76E-08,-16.86126776,557682,5.44E-07,-14.42408004,1,6.83E-07,-14.19669459
result,10,3.54E-05,-10.24911419,375,1.78E-05,-10.93434173,116359211,0.000113531,-9.083431618,25,1.71E-05,-10.97781876
resulting,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,21231404,2.07E-05,-10.78463226,1,6.83E-07,-14.19669459
results,1,3.54E-06,-12.55169928,234,1.11E-05,-11.40594664,161643829,0.000157715,-8.754718343,29,1.98E-05,-10.82939876
resume,1,3.54E-06,-12.55169928,97,4.61E-06,-12.28655678,11959467,1.17E-05,-11.35859049,4,2.73E-06,-12.81040022
retailer,2,7.08E-06,-11.8585521,5,2.38E-07,-15.25182984,7148535,6.97E-06,-11.87320623,2,1.37E-06,-13.5035474
retain,1,3.54E-06,-12.55169928,28,1.33E-06,-13.52906325,8047671,7.85E-06,-11.75473094,7,4.78E-06,-12.25078444
retake,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,286552,2.80E-07,-15.08994893,,,
retardation,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,1081159,1.05E-06,-13.76208006,,,
retarded,2,7.08E-06,-11.8585521,96,4.57E-06,-12.29691957,1223475,1.19E-06,-13.6384185,2,1.37E-06,-13.5035474
retards,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,167147,1.63E-07,-15.62899529,,,
reteaching,1,3.54E-06,-12.55169928,,,,6162,6.01E-09,-18.92946755,1,6.83E-07,-14.19669459
retire,13,4.60E-05,-9.986749924,328,1.56E-05,-11.06825415,2919211,2.85E-06,-12.7688003,31,2.12E-05,-10.76270738
retired,18,6.37E-05,-9.661327523,931,4.43E-05,-10.02500848,7350710,7.17E-06,-11.84531676,72,4.92E-05,-9.920028466
retirement,8,2.83E-05,-10.47225774,391,1.86E-05,-10.8925602,12441239,1.21E-05,-11.31909699,60,4.10E-05,-10.10235002
retiring,2,7.08E-06,-11.8585521,64,3.04E-06,-12.70238467,1460438,1.42E-06,-13.46137728,8,5.46E-06,-12.11725304
retrain,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,121431,1.18E-07,-15.94852275,,,
retriever,2,7.08E-06,-11.8585521,118,5.61E-06,-12.09058313,332236,3.24E-07,-14.94202339,26,1.78E-05,-10.93859805
retro,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,2412349,2.35E-06,-12.95951271,,,
retrospect,2,7.08E-06,-11.8585521,51,2.43E-06,-12.92944212,632875,6.17E-07,-14.29759602,3,2.05E-06,-13.0980823
return,3,1.06E-05,-11.45308699,334,1.59E-05,-11.05012676,121591542,0.000118637,-9.03944626,45,3.07E-05,-10.3900321
returned,1,3.54E-06,-12.55169928,43,2.05E-06,-13.10006764,32290568,3.15E-05,-10.3653385,14,9.56E-06,-11.55763726
reunion,2,7.08E-06,-11.8585521,198,9.42E-06,-11.57300073,2188544,2.14E-06,-13.05687719,72,4.92E-05,-9.920028466
revealing,1,3.54E-06,-12.55169928,17,8.09E-07,-14.02805441,2957246,2.89E-06,-12.75585524,2,1.37E-06,-13.5035474
revelation,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,2281774,2.23E-06,-13.01516046,1,6.83E-07,-14.19669459
revenue,1,3.54E-06,-12.55169928,108,5.14E-06,-12.17913653,18752894,1.83E-05,-10.90876558,12,8.20E-06,-11.71178794
revered,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,601500,5.87E-07,-14.34844241,2,1.37E-06,-13.5035474
reverend,1,3.54E-06,-12.55169928,11,5.23E-07,-14.46337248,179150,1.75E-07,-15.55964551,,,
reversals,1,3.54E-06,-12.55169928,,,,258091,2.52E-07,-15.19455671,,,
reverse,6,2.12E-05,-10.75993981,116,5.52E-06,-12.10767757,11269045,1.10E-05,-11.41805408,13,8.88E-06,-11.63174523
reversing,1,3.54E-06,-12.55169928,,,,936170,9.13E-07,-13.90607187,,,
review,3,1.06E-05,-11.45308699,106,5.04E-06,-12.19782866,165690295,0.000161664,-8.729993318,15,1.02E-05,-11.48864438
reviews,1,3.54E-06,-12.55169928,82,3.90E-06,-12.45454851,116449832,0.00011362,-9.082653118,12,8.20E-06,-11.71178794
revises,2,7.08E-06,-11.8585521,,,,252018,2.46E-07,-15.21836844,,,
revoke,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,1126322,1.10E-06,-13.72115621,1,6.83E-07,-14.19669459
revolutionary,2,7.08E-06,-11.8585521,25,1.19E-06,-13.64239193,4298228,4.19E-06,-12.38191083,2,1.37E-06,-13.5035474
revolutionized,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,368748,3.60E-07,-14.83775547,1,6.83E-07,-14.19669459
revolves,1,3.54E-06,-12.55169928,30,1.43E-06,-13.46007038,661945,6.46E-07,-14.25268648,4,2.73E-06,-12.81040022
reward,1,3.54E-06,-12.55169928,94,4.47E-06,-12.31797297,5784649,5.64E-06,-12.08490599,7,4.78E-06,-12.25078444
rewarded,1,3.54E-06,-12.55169928,45,2.14E-06,-13.05460527,1854189,1.81E-06,-13.22266627,1,6.83E-07,-14.19669459
rewarding,1,3.54E-06,-12.55169928,85,4.04E-06,-12.4186165,2860637,2.79E-06,-12.78906934,7,4.78E-06,-12.25078444
rewrite,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,2048836,2.00E-06,-13.12284184,2,1.37E-06,-13.5035474
rewrote,2,7.08E-06,-11.8585521,,,,185375,1.81E-07,-15.52548815,,,
reynoldsburg,3,1.06E-05,-11.45308699,1,4.76E-08,-16.86126776,3367,3.29E-09,-19.53384681,,,
rhode,1,3.54E-06,-12.55169928,200,9.51E-06,-11.56295039,270668,2.64E-07,-15.14697597,4,2.73E-06,-12.81040022
rhodes,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,149766,1.46E-07,-15.73879487,2,1.37E-06,-13.5035474
rhyme,1,3.54E-06,-12.55169928,21,9.99E-07,-13.81674532,997781,9.74E-07,-13.84233514,1,6.83E-07,-14.19669459
rice,2,7.08E-06,-11.8585521,268,1.27E-05,-11.27028078,8178335,7.98E-06,-11.73862509,47,3.21E-05,-10.34654698
rich,9,3.18E-05,-10.3544747,925,4.40E-05,-10.03147402,24191582,2.36E-05,-10.65410895,54,3.69E-05,-10.20771054
richards,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,305702,2.98E-07,-15.02525818,7,4.78E-06,-12.25078444
richest,1,3.54E-06,-12.55169928,53,2.52E-06,-12.89097584,1144811,1.12E-06,-13.70487411,,,
richies,1,3.54E-06,-12.55169928,,,,2711,2.65E-09,-19.75055138,,,
richland,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,54351,5.30E-08,-16.75240594,4,2.73E-06,-12.81040022
richmond,5,1.77E-05,-10.94226137,82,3.90E-06,-12.45454851,643602,6.28E-07,-14.28078843,5,3.42E-06,-12.58725667
rid,14,4.95E-05,-9.912641951,1191,5.66E-05,-9.778719188,7035305,6.86E-06,-11.88917263,115,7.86E-05,-9.451762457
ridden,1,3.54E-06,-12.55169928,32,1.52E-06,-13.39553185,1183373,1.15E-06,-13.67174484,6,4.10E-06,-12.40493512
ride,16,5.66E-05,-9.779110559,969,4.61E-05,-9.985003145,17178309,1.68E-05,-10.99646619,71,4.85E-05,-9.934014708
ridiculous,20,7.08E-05,-9.555967008,1948,9.26E-05,-9.286709273,3204297,3.13E-06,-12.67562095,73,4.99E-05,-9.906235144
ridiculously,3,1.06E-05,-11.45308699,69,3.28E-06,-12.62716125,581660,5.68E-07,-14.38198287,4,2.73E-06,-12.81040022
riding,1,3.54E-06,-12.55169928,452,2.15E-05,-10.74758558,8862754,8.65E-06,-11.65825612,31,2.12E-05,-10.76270738
rifle,4,1.42E-05,-11.16540492,24,1.14E-06,-13.68321393,2592128,2.53E-06,-12.88763451,15,1.02E-05,-11.48864438
rifles,1,3.54E-06,-12.55169928,25,1.19E-06,-13.64239193,1074820,1.05E-06,-13.76796047,13,8.88E-06,-11.63174523
right,877,0.003103601,-5.775192289,150857,0.007174802,-4.93718011,230632051,0.000225027,-8.399290083,8409,0.005743786,-5.159636746
rights,22,7.79E-05,-9.460656828,724,3.44E-05,-10.27647636,209079091,0.000203998,-8.497401065,75,5.12E-05,-9.879206472
rigorous,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,2859047,2.79E-06,-12.78962532,,,
riker,1,3.54E-06,-12.55169928,,,,7174,7.00E-09,-18.77740557,,,
ring,7,2.48E-05,-10.60578913,288,1.37E-05,-11.19830728,26523152,2.59E-05,-10.56209566,11,7.51E-06,-11.79879931
ringing,2,7.08E-06,-11.8585521,100,4.76E-06,-12.25609757,1742178,1.70E-06,-13.28497762,8,5.46E-06,-12.11725304
rings,1,3.54E-06,-12.55169928,224,1.07E-05,-11.44962171,9631531,9.40E-06,-11.57507148,14,9.56E-06,-11.55763726
rinse,1,3.54E-06,-12.55169928,13,6.18E-07,-14.2963184,1053820,1.03E-06,-13.78769201,7,4.78E-06,-12.25078444
rioting,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,264979,2.59E-07,-15.16821837,1,6.83E-07,-14.19669459
ripped,5,1.77E-05,-10.94226137,81,3.85E-06,-12.4668186,2169735,2.12E-06,-13.06550863,14,9.56E-06,-11.55763726
rips,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,569502,5.56E-07,-14.40310666,2,1.37E-06,-13.5035474
rise,1,3.54E-06,-12.55169928,154,7.32E-06,-11.82431515,22437462,2.19E-05,-10.7293817,15,1.02E-05,-11.48864438
riser,2,7.08E-06,-11.8585521,2,9.51E-08,-16.16812058,389409,3.80E-07,-14.78323875,,,
rising,1,3.54E-06,-12.55169928,53,2.52E-06,-12.89097584,9039181,8.82E-06,-11.6385451,2,1.37E-06,-13.5035474
risked,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,362342,3.54E-07,-14.85528043,,,
risking,1,3.54E-06,-12.55169928,43,2.05E-06,-13.10006764,563136,5.49E-07,-14.41434779,4,2.73E-06,-12.81040022
risks,4,1.42E-05,-11.16540492,72,3.42E-06,-12.58460164,16385655,1.60E-05,-11.04370741,5,3.42E-06,-12.58725667
ritalin,6,2.12E-05,-10.75993981,26,1.24E-06,-13.60317122,427355,4.17E-07,-14.6902539,,,
ritual,1,3.54E-06,-12.55169928,34,1.62E-06,-13.33490723,2573552,2.51E-06,-12.89482663,3,2.05E-06,-13.0980823
ritzy,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,47780,4.66E-08,-16.88126181,1,6.83E-07,-14.19669459
rivalled,1,3.54E-06,-12.55169928,,,,38295,3.74E-08,-17.10254961,,,
river,8,2.83E-05,-10.47225774,495,2.35E-05,-10.65670999,18230345,1.78E-05,-10.93702616,54,3.69E-05,-10.20771054
riverside,2,7.08E-06,-11.8585521,35,1.66E-06,-13.3059197,661592,6.46E-07,-14.2532199,,,
riverwatch,1,3.54E-06,-12.55169928,,,,382,3.73E-10,-21.71020362,,,
road,42,0.000148633,-8.814029663,1216,5.78E-05,-9.757945694,43156726,4.21E-05,-10.07527539,103,7.04E-05,-9.561965597
roadrunner,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,102894,1.00E-07,-16.11416962,,,
roads,5,1.77E-05,-10.94226137,152,7.23E-06,-11.83738724,10068720,9.82E-06,-11.53068008,25,1.71E-05,-10.97781876
roam,1,3.54E-06,-12.55169928,39,1.85E-06,-13.19770611,822951,8.03E-07,-14.03497229,4,2.73E-06,-12.81040022
roaming,1,3.54E-06,-12.55169928,23,1.09E-06,-13.72577354,1331706,1.30E-06,-13.55365284,1,6.83E-07,-14.19669459
roast,1,3.54E-06,-12.55169928,80,3.80E-06,-12.47924112,1454638,1.42E-06,-13.4653566,17,1.16E-05,-11.36348124
rob,2,7.08E-06,-11.8585521,132,6.28E-06,-11.97846583,2900688,2.83E-06,-12.77516572,10,6.83E-06,-11.89410949
robbed,5,1.77E-05,-10.94226137,48,2.28E-06,-12.99006675,1074482,1.05E-06,-13.76827499,8,5.46E-06,-12.11725304
robbie,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,1427424,1.39E-06,-13.48424225,,,
robbing,2,7.08E-06,-11.8585521,35,1.66E-06,-13.3059197,400999,3.91E-07,-14.75391002,11,7.51E-06,-11.79879931
robert,2,7.08E-06,-11.8585521,238,1.13E-05,-11.38899708,1362429,1.33E-06,-13.53084454,11,7.51E-06,-11.79879931
roberta,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,105126,1.03E-07,-16.09270932,,,
robin,1,3.54E-06,-12.55169928,151,7.18E-06,-11.84398792,932565,9.10E-07,-13.9099301,19,1.30E-05,-11.25225561
robot,1,3.54E-06,-12.55169928,131,6.23E-06,-11.98607043,7299639,7.12E-06,-11.85228878,1,6.83E-07,-14.19669459
robots,1,3.54E-06,-12.55169928,37,1.76E-06,-13.25034984,2893253,2.82E-06,-12.7777322,1,6.83E-07,-14.19669459
robust,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,6024530,5.88E-06,-12.0442742,1,6.83E-07,-14.19669459
rochelle,1,3.54E-06,-12.55169928,23,1.09E-06,-13.72577354,57951,5.65E-08,-16.68827112,,,
rochester,1,3.54E-06,-12.55169928,133,6.33E-06,-11.97091863,499630,4.87E-07,-14.53400113,20,1.37E-05,-11.20096231
rock,6,2.12E-05,-10.75993981,635,3.02E-05,-10.40764276,33782545,3.30E-05,-10.32016942,94,6.42E-05,-9.653399803
rocker,2,7.08E-06,-11.8585521,19,9.04E-07,-13.91682878,1009227,9.85E-07,-13.83092898,,,
rockets,1,3.54E-06,-12.55169928,30,1.43E-06,-13.46007038,1052971,1.03E-06,-13.78849798,4,2.73E-06,-12.81040022
rocking,2,7.08E-06,-11.8585521,19,9.04E-07,-13.91682878,1635081,1.60E-06,-13.34842133,5,3.42E-06,-12.58725667
rocks,3,1.06E-05,-11.45308699,91,4.33E-06,-12.35040825,7404252,7.22E-06,-11.83805924,11,7.51E-06,-11.79879931
rockwell,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,92878,9.06E-08,-16.21658215,,,
rocky,1,3.54E-06,-12.55169928,99,4.71E-06,-12.26614791,1976503,1.93E-06,-13.15878455,8,5.46E-06,-12.11725304
rode,6,2.12E-05,-10.75993981,97,4.61E-06,-12.28655678,1988265,1.94E-06,-13.15285127,5,3.42E-06,-12.58725667
rodney,1,3.54E-06,-12.55169928,53,2.52E-06,-12.89097584,117334,1.14E-07,-15.98284438,4,2.73E-06,-12.81040022
roe,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,214718,2.09E-07,-15.37854341,,,
roger,1,3.54E-06,-12.55169928,91,4.33E-06,-12.35040825,468313,4.57E-07,-14.59873207,7,4.78E-06,-12.25078444
role,16,5.66E-05,-9.779110559,618,2.94E-05,-10.4347793,60952873,5.95E-05,-9.730012679,58,3.96E-05,-10.13625157
roles,7,2.48E-05,-10.60578913,65,3.09E-06,-12.68688049,11227968,1.10E-05,-11.42170586,41,2.80E-05,-10.48312252
roll,7,2.48E-05,-10.60578913,321,1.53E-05,-11.08982663,15569192,1.52E-05,-11.09481958,47,3.21E-05,-10.34654698
rolled,3,1.06E-05,-11.45308699,58,2.76E-06,-12.80082475,5271182,5.14E-06,-12.17785905,8,5.46E-06,-12.11725304
rollers,1,3.54E-06,-12.55169928,13,6.18E-07,-14.2963184,981673,9.58E-07,-13.85861069,7,4.78E-06,-12.25078444
rolling,8,2.83E-05,-10.47225774,167,7.94E-06,-11.74327394,7436418,7.26E-06,-11.83372439,19,1.30E-05,-11.25225561
rolls,3,1.06E-05,-11.45308699,122,5.80E-06,-12.05724671,4342819,4.24E-06,-12.37158999,20,1.37E-05,-11.20096231
rom,1,3.54E-06,-12.55169928,110,5.23E-06,-12.16078739,3833102,3.74E-06,-12.49643927,,,
roman,1,3.54E-06,-12.55169928,74,3.52E-06,-12.55720266,1275826,1.24E-06,-13.59651986,2,1.37E-06,-13.5035474
romantic,3,1.06E-05,-11.45308699,118,5.61E-06,-12.09058313,6970582,6.80E-06,-11.89841495,7,4.78E-06,-12.25078444
romaro,1,3.54E-06,-12.55169928,,,,,,,,,
rome,2,7.08E-06,-11.8585521,53,2.52E-06,-12.89097584,1094659,1.07E-06,-13.74967077,14,9.56E-06,-11.55763726
rommel,1,3.54E-06,-12.55169928,,,,10915,1.06E-08,-18.35773096,,,
roms,1,3.54E-06,-12.55169928,41,1.95E-06,-13.14769569,1097449,1.07E-06,-13.74712528,,,
roof,2,7.08E-06,-11.8585521,178,8.47E-06,-11.67948421,9587864,9.35E-06,-11.57961554,47,3.21E-05,-10.34654698
roofing,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,1213290,1.18E-06,-13.64677799,2,1.37E-06,-13.5035474
room,63,0.00022295,-8.408564555,2425,0.000115334,-9.067680953,98685149,9.63E-05,-9.248179202,272,0.00018579,-8.590892519
room's,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,,,,1,6.83E-07,-14.19669459
roommate,12,4.25E-05,-10.06679263,385,1.83E-05,-10.90802442,5355240,5.23E-06,-12.16203815,22,1.50E-05,-11.10565213
roommate's,1,3.54E-06,-12.55169928,45,2.14E-06,-13.05460527,,,,3,2.05E-06,-13.0980823
roommates,6,2.12E-05,-10.75993981,199,9.46E-06,-11.56796293,4091197,3.99E-06,-12.43127608,2,1.37E-06,-13.5035474
rooms,5,1.77E-05,-10.94226137,324,1.54E-05,-11.08052424,39290568,3.83E-05,-10.16912918,51,3.48E-05,-10.26486895
rooted,1,3.54E-06,-12.55169928,24,1.14E-06,-13.68321393,2167028,2.11E-06,-13.06675703,1,6.83E-07,-14.19669459
roots,1,3.54E-06,-12.55169928,90,4.28E-06,-12.36145809,8210024,8.01E-06,-11.73475782,17,1.16E-05,-11.36348124
rope,1,3.54E-06,-12.55169928,55,2.62E-06,-12.85393457,4134006,4.03E-06,-12.42086676,8,5.46E-06,-12.11725304
rosa,1,3.54E-06,-12.55169928,25,1.19E-06,-13.64239193,419548,4.09E-07,-14.70869101,1,6.83E-07,-14.19669459
rose,1,3.54E-06,-12.55169928,131,6.23E-06,-11.98607043,13354399,1.30E-05,-11.24826783,4,2.73E-06,-12.81040022
rosemary,1,3.54E-06,-12.55169928,17,8.09E-07,-14.02805441,516352,5.04E-07,-14.50108025,,,
roses,1,3.54E-06,-12.55169928,56,2.66E-06,-12.83591607,4541819,4.43E-06,-12.32678608,20,1.37E-05,-11.20096231
rosie,3,1.06E-05,-11.45308699,18,8.56E-07,-13.970896,108443,1.06E-07,-16.06164426,2,1.37E-06,-13.5035474
roster,1,3.54E-06,-12.55169928,14,6.66E-07,-14.22221043,2662951,2.60E-06,-12.86067876,,,
rotation,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,5529422,5.40E-06,-12.13003038,2,1.37E-06,-13.5035474
rotations,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,784930,7.66E-07,-14.08227441,,,
rotted,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,159793,1.56E-07,-15.67398972,3,2.05E-06,-13.0980823
rough,19,6.72E-05,-9.607260302,655,3.12E-05,-10.37663252,7702694,7.52E-06,-11.79854353,61,4.17E-05,-10.08582072
